path,total_conversions,total_conversion_value,total_null
beta > iota > iota,1,3.8160000000000003,2
theta > iota > lambda > lambda > alpha > alpha > alpha > theta > alpha,0,0.0,3
eta,1,2.309,3
beta > iota > iota > beta > beta > beta > eta > beta > eta,1,6.1,2
eta > eta > beta > beta > iota > alpha,1,11.44,2
iota > beta > iota > iota > iota > iota,1,3.98,2
eta > eta,1,12.716,3
alpha > alpha > beta > zeta > zeta > alpha,1,9.22,2
eta,1,6.166,3
iota > alpha > eta > epsilon,0,0.0,3
beta > beta > alpha > beta > alpha > eta,1,4.064,3
kappa > eta,1,2.188,3
beta > theta > iota,1,6.212999999999999,3
eta,1,4.1,2
beta > eta > alpha,1,3.1,2
iota > iota > iota > iota,1,1.555,3
theta > iota > theta > iota > lambda > theta > iota,0,0.0,2
eta > lambda > gamma > alpha > epsilon,1,15.501,3
eta,1,4.103,6
iota > alpha > iota > iota > iota > alpha > alpha > alpha > alpha > alpha,1,4.563,2
iota > eta > eta,1,4.74,2
beta > beta > eta,1,5.685,2
iota > eta,0,0.0,2
iota > iota > iota > iota > beta > beta > beta > theta > lambda > zeta > epsilon,1,2.675,3
beta > iota,1,2.3,3
eta > alpha > iota > alpha > iota > iota > iota > epsilon > alpha > zeta > iota > iota > iota,1,3.8,2
iota > iota,0,0.0,2
beta > beta > beta > beta > gamma > beta > beta > beta > alpha > beta > beta > beta > beta,0,0.0,2
beta > beta > beta > beta > alpha > beta > beta > iota,1,4.53,2
alpha > eta,1,4.902,3
eta > alpha,1,3.028,3
iota > iota > iota > iota > iota,2,8.425,6
iota > alpha > lambda > iota > lambda,1,7.171,2
theta > eta > eta > iota > iota > iota > beta > eta > iota > iota > iota > iota > beta > iota > eta > alpha > beta > zeta > iota > beta > iota > beta,1,2.499,2
eta,1,1.11,2
iota > iota > eta > alpha,1,1.062,3
beta > beta > eta > beta > beta > beta > beta > beta > eta,1,2.88,2
theta > lambda > alpha > lambda > alpha > lambda,1,1.48,2
beta > iota > iota > beta > alpha > iota > iota,1,5.024,3
iota > iota > iota > iota > iota > iota > iota,1,16.561,2
eta,0,0.0,10
beta > alpha > iota > iota > beta > iota > epsilon > alpha > alpha > beta > lambda > beta > eta > alpha > beta > alpha > epsilon > alpha > beta,1,3.43,2
eta > iota > theta > eta > theta > zeta > eta > alpha > alpha > alpha,0,0.0,3
beta > beta > eta > alpha > kappa > eta > kappa,1,5.7589999999999995,3
iota > eta > iota > iota > iota > iota,1,2.4,2
iota > eta,1,0.653,2
eta > epsilon > alpha > epsilon,1,2.219,3
iota > iota > iota > iota > iota > iota > iota > iota > beta > eta > beta > eta > beta > iota > iota > iota > iota,1,4.649,3
eta,1,0.4,3
eta > eta > eta > eta > theta,0,0.0,2
beta > beta > beta > beta > eta > beta > eta,1,2.862,3
iota > eta > eta > eta > alpha > alpha > eta > eta,0,0.0,3
beta > beta > eta,1,10.597000000000001,3
eta > eta,0,0.0,2
beta > iota > iota > beta > theta > iota > eta > iota > beta > eta,1,0.623,3
iota > eta > iota,1,3.556,2
iota > iota > iota > theta > eta > theta > eta > eta,1,4.75,3
eta > alpha,0,0.0,3
beta > beta > eta,1,3.543,2
theta > theta > eta,1,4.369,2
iota > beta,1,3.5,3
eta > lambda > alpha,2,4.84,6
iota > beta > eta > alpha > alpha,0,0.0,3
lambda > lambda > lambda > iota > iota > iota > lambda > lambda > alpha,0,0.0,2
beta > eta > beta > eta > beta > eta,1,7.89,2
iota > iota > iota > zeta > eta,0,0.0,2
beta > alpha > epsilon,1,1.815,2
iota > iota > alpha > zeta > alpha > epsilon > lambda > alpha,0,0.0,3
iota > iota > iota > iota > lambda > alpha,0,0.0,3
eta,0,0.0,2
eta > theta > eta > epsilon,1,2.679,2
iota > iota > iota > alpha > iota > iota > zeta > alpha,1,2.529,3
alpha > alpha > beta,1,15.9,3
iota > eta,1,5.45,3
iota > iota > gamma > iota > beta > lambda,2,3.9366666666666696,8
eta > eta,0,0.0,3
iota > theta > lambda,1,2.9,2
eta > zeta,1,3.15,3
beta > eta > beta > eta,2,3.585,6
iota > iota > iota > epsilon > epsilon,2,3.04,6
iota > iota > epsilon,1,2.5980000000000003,3
iota > iota > beta,1,3.45,2
iota > iota > iota > iota > iota > iota > epsilon > alpha > alpha,1,3.023,2
eta > theta > eta,0,0.0,2
lambda > theta > theta > theta,1,2.535,3
theta > beta > beta > theta,1,3.3360000000000003,2
beta > alpha > alpha,1,4.055,6
iota > eta,2,8.60933333333333,8
eta > eta > eta,0,0.0,3
beta > beta > eta > iota,0,0.0,2
eta,20,36.4845454545455,75
iota > iota > eta > eta > alpha > alpha > alpha,0,0.0,3
iota > iota > kappa > lambda > kappa,1,2.1319999999999997,3
eta,1,1.624,3
beta > eta,6,28.1292,34
eta > eta > eta > iota > eta > eta,1,1.8,3
eta > eta > eta > eta > eta > alpha > eta,0,0.0,3
eta > eta,1,3.8339999999999996,3
alpha > alpha > iota > alpha > iota > iota > alpha > iota > eta > alpha > iota > iota,1,4.239,3
eta,1,15.864,2
theta > iota > iota > iota > iota > theta,0,0.0,3
eta,1,1.099,3
iota > eta > alpha > lambda > alpha,1,11.902000000000001,3
beta > alpha > beta > eta > beta > iota > beta > beta > alpha > beta > theta,1,10.539000000000001,3
beta > beta > eta > beta > iota > eta,1,5.17,3
iota > alpha > eta,2,3.8360000000000003,6
eta,0,0.0,2
theta > eta > theta > beta,1,1.6909999999999998,2
iota > iota > zeta,1,4.9,2
beta > beta > eta,1,4.45,3
beta > iota > beta > lambda > beta > beta > iota > iota > iota,1,4.276,2
iota > iota > beta > beta > beta > beta > beta > eta > eta,0,0.0,2
eta > eta > eta > eta > eta > eta,1,2.5,3
beta > eta,0,0.0,3
beta > beta > theta > iota,1,3.525,3
beta > beta > eta,1,3.9389999999999996,2
beta,42,170.932631578947,197
eta,6,38.1205714285714,22
beta > eta,1,2.76,3
iota > iota > kappa,1,3.488,2
iota > eta > beta > iota > iota > iota > iota > theta > theta > iota > iota > eta > iota,1,2.917,3
iota > theta > iota > alpha > lambda > lambda > lambda > lambda > theta > theta,1,13.042,2
lambda > kappa > lambda,4,9.808,12
iota > iota > iota > iota > alpha,1,5.004,3
beta > alpha > alpha > alpha > alpha > eta,0,0.0,3
iota > iota > theta > iota > beta > iota > iota > theta > iota > beta > iota > iota > iota > iota > epsilon > iota > alpha > iota,1,3.1069999999999998,3
alpha > kappa > alpha > alpha > alpha > alpha > alpha > alpha,1,2.7769999999999997,3
iota > eta > eta > alpha > iota > iota > epsilon > iota > alpha,1,1.1,2
iota > iota > beta > beta > iota > iota > theta > theta > iota > iota > iota,1,5.83,3
alpha > beta > alpha,1,3.012,2
beta > beta > alpha > beta > beta > alpha > alpha > beta > eta,0,0.0,2
beta > iota > iota > kappa > iota,1,10.126,2
beta > eta > iota > beta > eta,0,0.0,2
eta > alpha > alpha,1,11.679,3
eta,1,0.556,2
beta > beta > eta,1,7.507000000000001,3
lambda > epsilon > lambda > iota > epsilon > epsilon,0,0.0,3
iota > zeta > iota > iota > zeta > zeta > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > eta > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > eta > iota > iota > iota > iota > iota > iota > iota > iota,1,8.261000000000001,2
beta > beta > eta,1,1.3,3
beta > beta > eta,1,7.1,2
eta > eta > eta > eta > alpha,1,2.17,2
beta > beta > beta > beta > eta,1,2.655,3
iota > epsilon > epsilon > iota > iota > iota > iota > iota,2,4.296,5
iota > alpha > iota > iota > beta > eta > alpha > lambda,0,0.0,2
beta > iota > iota > eta,1,8.152999999999999,2
eta,5,9.72,16
iota > beta > beta > lambda,1,6.5760000000000005,2
theta > alpha > iota > eta > theta > eta > theta > eta > eta > alpha > theta > iota > iota > eta > iota > eta > iota > iota > eta > eta > eta > eta > iota > alpha,1,0.152,2
beta > beta > beta > beta > beta > beta > eta > beta > beta > beta > beta > beta > beta > beta > beta > beta > beta > eta > beta > eta,1,3.072,2
eta > alpha,1,6.23,2
beta > eta > alpha > eta,1,4.516,3
theta > iota > iota > alpha > theta > iota > epsilon > alpha > iota > iota,1,5.46,2
iota > eta,1,3.466,3
alpha > eta,0,0.0,2
theta > iota > iota > iota > alpha > iota > iota > iota,3,10.779000000000002,9
beta > beta,1,0.34,2
beta > zeta > eta,1,3.47,2
kappa > zeta,1,6.75,3
gamma > lambda,0,0.0,3
iota > eta > beta > eta,1,1.4,2
alpha > zeta > zeta > alpha > alpha > alpha > alpha,1,2.44,3
eta > eta > eta > lambda > eta > eta > epsilon > theta > epsilon,1,3.82,2
eta > iota > iota > theta,1,10.039,2
eta > eta,0,0.0,3
eta > epsilon > beta > eta > zeta > eta > beta > eta > zeta > zeta > epsilon > zeta > zeta > zeta > zeta > zeta > zeta > epsilon > zeta > zeta > zeta > zeta,1,5.048,3
iota > beta > eta,1,7.041,2
iota > iota > beta > alpha,1,2.2,3
eta > alpha > theta,0,0.0,5
beta > beta > beta > beta > beta > beta > beta > beta > eta > beta > beta > eta > eta,0,0.0,3
beta > iota > beta > alpha > beta > beta > eta > eta > iota > iota > eta > beta > eta > eta > eta > eta > eta > beta > eta > alpha > alpha > eta > eta > beta > eta > eta > eta > eta > eta > eta > eta > eta,1,1.3259999999999998,3
alpha > gamma,1,186.69,2
beta > eta > iota > eta > delta,1,1.3619999999999999,3
iota > beta > beta > beta > beta > beta > eta,1,6.617999999999999,3
eta > zeta > eta,1,1.23,2
eta > lambda > eta,1,3.2,2
iota > zeta,10,27.635,40
kappa > alpha > kappa,1,0.00450000000000006,5
eta,2,2.54,9
eta,17,46.6849565217391,65
theta > iota > iota > lambda > alpha > lambda,1,1.85,3
iota > theta > iota > iota > theta > theta > iota > iota > theta > iota > iota,1,2.235,2
theta > theta > eta > theta > beta > theta > lambda > lambda > lambda,1,6.88,2
iota > iota > beta,1,3.6,2
eta > beta > alpha > eta,1,5.42,3
iota > alpha > lambda > epsilon > iota > zeta,1,5.3,2
iota > beta,0,0.0,2
eta > eta > kappa > gamma > lambda > eta,1,6.097,3
beta > beta > beta > eta,0,0.0,2
theta > lambda > theta > theta > theta,2,5.17733333333333,10
alpha > beta > lambda,1,2.7,3
lambda > epsilon > alpha > iota > iota > epsilon,2,7.916,6
eta > eta,1,5.7,2
beta > beta > kappa,1,4.4239999999999995,3
beta > iota > alpha,1,5.29,2
beta > beta > theta > theta > beta > beta > theta,0,0.0,2
theta > beta > eta,1,13.457,2
eta > beta,0,0.0,3
alpha > epsilon > iota > iota,1,6.768,2
iota > lambda > beta > iota > alpha,2,12.4253333333333,9
theta > lambda > iota > theta > eta > eta > lambda > theta > eta > lambda > theta > alpha > alpha,1,6.404,2
lambda > lambda > epsilon > lambda > theta,1,6.0185,5
beta > iota > eta,1,2.369,3
eta > alpha > eta > alpha > epsilon,1,6.124,3
iota > iota > lambda > iota > lambda > lambda,1,3.51,2
eta > alpha > alpha > epsilon > eta,1,3.721,2
iota > iota > alpha > iota > iota > beta,1,23.276,2
alpha > alpha > alpha > zeta > alpha > lambda > alpha > alpha > alpha,1,3.405,3
beta > alpha > eta,0,0.0,3
iota > beta > eta > theta,1,3.588,2
beta > eta,2,3.912,5
eta > iota > eta,1,2.9010000000000002,3
beta > iota > gamma > eta > zeta > lambda > alpha,1,3.8,2
beta > eta,1,4.106,3
beta > beta > beta > beta > beta,0,0.0,3
beta > eta > alpha,0,0.0,3
iota > zeta > beta > theta > beta > eta > beta > eta > beta > theta,1,3.7710000000000004,3
beta > alpha > alpha,1,1.032,3
gamma > lambda,1,5.162999999999999,2
alpha > beta > beta > eta > epsilon,1,2.927,3
iota > eta > iota > iota > epsilon,0,0.0,2
eta > eta,1,13.357999999999999,3
theta > lambda > alpha > lambda > lambda > lambda,0,0.0,3
gamma > gamma,13,41.2283529411765,58
eta > alpha > alpha > beta > eta > theta > eta > alpha > alpha > alpha > alpha > alpha > alpha > alpha,1,7.294,3
iota > iota > zeta > iota,1,1.3,2
beta > iota > beta > eta > epsilon > beta > eta,1,6.388999999999999,3
iota > iota > theta > beta,1,5.1,3
beta > beta > alpha,0,0.0,3
eta > beta > eta > beta > eta > beta > alpha > beta,1,2.908,2
iota > iota > theta > iota > iota,1,5.62,2
lambda > iota > lambda > lambda,1,1.91,2
iota > beta > beta > iota > beta > iota > beta > beta > eta,1,2.826,2
eta,0,0.0,3
iota > eta > theta > beta > theta,1,2.3,2
theta > theta > alpha > eta,1,3.846,3
beta > iota,1,5.4,2
beta > theta,1,1.5,2
gamma > theta,0,0.0,2
iota > epsilon > iota > iota > alpha,1,2.685,2
beta > iota,1,2.6719999999999997,3
eta > alpha,1,1.235,2
beta > iota > beta > beta,1,3.14,3
eta,3,3.998,10
alpha > alpha > alpha > alpha > alpha > alpha > alpha > iota > iota > alpha > alpha > alpha > alpha > alpha > iota > alpha > alpha > epsilon > alpha > alpha > alpha > alpha > alpha > alpha > epsilon > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > iota > iota > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > iota > iota > alpha > alpha,1,6.74,6
eta,0,0.0,3
eta > iota > eta > iota > iota > iota > iota > iota,1,2.1919999999999997,3
theta > eta > eta,1,3.32,2
lambda > alpha > lambda > iota > alpha > alpha > theta,1,2.4,3
iota > eta > eta,1,4.0280000000000005,2
iota > iota > iota > eta > eta,1,2.895,2
iota > lambda > lambda > theta > lambda > zeta > beta > lambda > epsilon > theta > alpha > epsilon > epsilon > theta > epsilon > epsilon > theta > epsilon > theta > epsilon,2,10.1,5
beta > beta > eta > beta > iota > theta > theta > beta > beta > theta > iota > lambda > theta > eta > iota > alpha > beta > iota > eta > beta > iota > eta,1,5.608,2
theta > beta > eta,1,7.7,3
eta > eta > eta > eta > alpha,0,0.0,3
iota > theta > lambda > alpha,1,2.55,2
lambda > beta > beta > beta > beta,0,0.0,3
iota > iota > iota > lambda > theta > alpha > gamma > gamma > alpha,1,2.208,2
beta > eta,0,0.0,2
iota > iota > alpha > iota > beta > iota > kappa,1,6.84,3
iota > iota > iota > eta > iota > eta,1,23.194000000000003,2
iota > gamma > eta > eta,1,8.492,2
iota > alpha > alpha > alpha > epsilon > alpha > iota > iota > iota > iota > iota > iota,1,2.8,3
beta > beta > beta > eta > beta > alpha > beta > alpha,0,0.0,3
eta > alpha,0,0.0,3
beta > beta > eta,1,5.744,2
iota > iota > iota > theta,0,0.0,2
eta > iota > eta > eta,1,6.737,2
lambda > alpha > alpha > alpha > lambda > lambda > alpha > lambda,1,3.16,3
eta > beta > eta > beta > eta > beta,1,9.06,3
beta > beta > beta > beta > beta > beta > lambda > lambda > lambda > kappa > lambda > kappa,1,2.7745,6
eta > alpha,1,2.424,2
eta > beta > theta > alpha,1,3.4419999999999997,2
theta > eta > theta > alpha > eta > alpha > alpha,2,6.53,5
beta > alpha > alpha > eta,1,5.4,2
lambda > iota > lambda > beta > lambda > theta > beta > eta > lambda > beta > eta > beta > eta > lambda > lambda > lambda,1,3.6,3
eta > alpha > zeta,2,4.601,6
iota > beta > theta > beta > beta > beta > epsilon,1,6.04,3
iota > iota,0,0.0,3
iota > alpha > iota,0,0.0,2
iota > beta > alpha > iota,1,3.418,2
iota > beta > theta,2,11.065999999999999,6
beta > lambda > lambda,1,6.5025,6
eta,1,3.478,3
iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > epsilon > iota > iota,1,2.148,2
beta > iota > beta > iota > theta > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota,1,6.712000000000001,2
beta > beta > beta > beta > eta > theta > beta > beta > beta > beta > alpha > iota > eta > beta > eta > alpha > alpha > beta,1,7.021,3
iota > iota > beta > iota > beta > beta > beta > beta > beta > beta > beta > beta > iota > beta > iota > beta > beta > iota,1,2.9,3
beta > eta > alpha > beta > eta > beta > eta,1,4.7,3
alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > theta > kappa,1,11.44,2
eta > lambda,1,8.624,3
beta > beta > beta > beta > beta > iota > iota > iota > beta > iota,1,3.782,3
iota > beta > eta > beta > eta > beta > alpha > eta > beta > eta,1,9.037,3
alpha > alpha > iota > beta > alpha > alpha > alpha > alpha > epsilon > epsilon > eta > epsilon,1,1.756,3
iota > alpha > alpha > alpha > theta > alpha > alpha > iota > alpha,1,3.8,2
iota > iota > zeta > alpha,1,4.907,2
iota > beta > beta,1,4.6,2
kappa > zeta,0,0.0,2
lambda > alpha > iota > alpha,1,4.38,3
eta > eta > alpha,1,1.5419999999999998,2
iota > eta,1,2.061,3
beta > epsilon > alpha,0,0.0,2
iota > iota > beta > iota > beta > eta > iota > iota,0,0.0,3
theta > iota > theta > lambda > theta,1,12.4,2
eta > eta,0,0.0,2
iota > beta > iota > iota > iota > epsilon,0,0.0,3
alpha > epsilon > zeta > alpha,1,8.304,3
beta > eta > theta > kappa > eta,0,0.0,2
iota > beta,1,2.8675,5
eta > eta > beta > eta,0,0.0,3
beta > iota > alpha,1,9.431000000000001,2
eta,4,7.041333333333331,18
beta > beta > beta > beta > beta > beta > beta > beta > eta > epsilon > eta,1,0.884,2
beta > eta,4,24.92,10
eta > eta,0,0.0,2
eta > alpha,1,4.236000000000001,3
beta > alpha,0,0.0,2
beta > iota > beta > eta > iota,0,0.0,2
eta > iota > iota,1,2.611,3
iota > beta > beta > lambda > beta,1,3.6039999999999996,2
beta > eta,1,5.624,3
iota > beta > epsilon,0,0.0,2
beta > beta > beta > beta > beta > beta > beta > beta > beta > eta > alpha,0,0.0,2
beta > eta > beta > eta > beta > eta,2,5.2829999999999995,5
iota > kappa > iota,0,0.0,3
iota > eta > eta > eta > eta,2,8.2,6
beta > beta > beta > alpha > beta > alpha > beta > alpha > beta > beta > beta > alpha > beta > beta > beta > beta > alpha > eta > beta > beta > eta,1,2.178,2
beta > beta > eta,0,0.0,3
lambda > beta > alpha > lambda > beta > eta,1,14.663,3
iota > iota > iota > eta > iota > eta,1,1.87,2
alpha > beta > alpha,1,2.3575,5
iota > epsilon > alpha,1,3.94,3
eta,1,2.327,2
theta > eta,2,7.85,5
eta > eta,1,3.609,2
beta > theta > alpha > alpha > gamma > theta,0,0.0,2
eta,1,3.1010000000000004,2
beta > beta > beta > beta > eta,0,0.0,3
iota > iota > iota > iota > iota > iota > iota > iota > iota > beta,0,0.0,2
beta > iota,2,5.027,6
iota > iota > iota > iota,1,6.5360000000000005,3
theta > eta > eta > eta > eta,0,0.0,3
theta > eta,1,1.5,2
lambda > lambda > alpha > lambda > lambda > iota > lambda > alpha > alpha > lambda > lambda > lambda > lambda > alpha > alpha > alpha,1,5.8,2
eta > alpha > epsilon,0,0.0,3
beta > iota > alpha,0,0.0,3
iota > iota > zeta > beta > lambda,1,2.386,3
iota > iota > iota > iota > iota > iota,1,6.567,3
iota > beta > kappa,0,0.0,2
iota > alpha > iota > iota > theta > iota > iota > iota > iota > iota > iota,1,12.4,2
theta > iota > eta,1,0.20600000000000002,2
eta > alpha > alpha,1,1.52,2
eta,4,15.4664,17
eta > epsilon,2,3.484,5
theta > alpha > theta > alpha > theta > alpha > alpha > lambda > theta > alpha > alpha,1,2.332,2
beta > eta,1,9.995,3
eta > theta,1,3.8,3
eta > eta,0,0.0,3
eta > alpha > zeta,1,4.265,3
beta > beta > beta > theta > iota > epsilon > epsilon,0,0.0,2
beta > iota,0,0.0,2
eta > theta > eta,1,4.8,2
iota > iota > iota > beta > theta > alpha > iota > eta > eta,0,0.0,3
beta > iota > iota,1,3.6060000000000003,6
beta > beta > alpha > eta > beta > beta > beta > beta > beta > beta > alpha > beta > eta > eta > beta > beta > beta > beta > beta > beta > theta > alpha > beta > theta > beta > beta > beta > alpha,1,8.708,2
iota > iota > eta,1,5.768,2
iota > iota > iota,1,7.468,2
eta > beta > eta > iota > beta > eta,0,0.0,2
eta > alpha > lambda > eta > lambda > lambda > lambda > eta > epsilon,1,1.845,3
beta > kappa,1,2.886,3
iota > eta > alpha,2,8.106,6
eta,1,1.5545,5
iota > iota > eta,1,2.8939999999999997,3
eta > alpha > alpha,1,5.05,2
beta > lambda > beta > alpha,0,0.0,2
beta > eta,1,1.6580000000000001,3
alpha > eta > eta > eta > eta > eta,1,6.4,3
beta > beta > beta > eta,0,0.0,2
eta > eta > alpha > alpha,1,4.593999999999999,3
iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota > iota,2,6.827999999999999,6
beta > beta > beta > beta > theta > alpha > eta > alpha > theta > eta > theta > alpha > eta,0,0.0,3
iota > iota > theta > iota > theta > theta,1,1.28,3
